C.D.S.  -  SIMBAD4 rel 1.8  -  2026.05.10CEST06:15:14

Vmag < 6 & maintypes='*'
------------------------

Number of objects : 5056

 #  ;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;         pm         ;   plx    ;  radvel   ;  redshift  ;    cz     ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  Mag G  ;     spec. type      
----;-----------------------------------;---;---------------------------------------;--------------------;----------;-----------;------------;-----------;---------;---------;---------;---------;---------;---------------------
1634;HD 61887                           ;*  ;07 41 35.1550370520 +03 37 29.204863788; -2.879 -19.994     ;5.2103    ;-15.76     ;-0.000053   ;-15.76     ;     ~   ;5.905    ;5.942    ;     ~   ;5.941762 ;B9.5IV/V             
1635;* zet CMi                          ;*  ;07 51 41.9887267800 +01 46 00.726461076; -13.704 -4.043     ;4.0023    ;32.3       ;0.000108    ;32.30      ;4.58     ;5.03     ;5.16     ;5.18     ;5.086645 ;B8II                 
1636;HD 62902                           ;PM*;07 46 02.1905091192 -06 46 21.051193224; 49.223 -94.088     ;12.6464   ;-32.00     ;-0.000107   ;-32.00     ;     ~   ;6.888    ;5.496    ;     ~   ;5.016689 ;K5III                
1637;HD 63752                           ;*  ;07 50 10.5764471832 -09 11 00.390967872;   0.026 -0.120     ;1.6992    ;-7.0       ;-0.000023   ;-7.00      ;     ~   ;7.051    ;5.598    ;     ~   ;5.156718 ;K2III                
1638;* 9 Pup A                          ;PM*;07 51 46.307556 -13 53 52.83537        ;   -60.0 -338.9     ;      ~   ;~          ;~           ;~          ;     ~   ;6.22     ;5.61     ;     ~   ;     ~   ;~                    
1639;* 2 Pup A                          ;*  ;07 45 29.1352793904 -14 41 25.925009208;-10.562 -20.237     ;11.7184   ;23.72      ;0.000079    ;23.72      ;     ~   ;6.045    ;5.997    ;     ~   ;6.061605 ;A5/8                 
1640;* 10 Pup                           ;*  ;07 52 18.8789126688 -14 50 46.240541988;   -7.120 0.329     ;1.4691    ;17.83      ;0.000059    ;17.83      ;6.29     ;6.056    ;5.689    ;7.01     ;5.602957 ;F1Ia                 
1641;* 4 Pup                            ;*  ;07 45 56.8695645744 -14 33 49.698704304;  -10.782 5.991     ;14.7603   ;-4.82      ;-0.000016   ;-4.82      ;     ~   ;5.342    ;5.026    ;     ~   ;4.935122 ;F2V                  
1642;* 6 Pup                            ;PM*;07 49 41.2014260640 -17 13 42.270476016;54.538 -117.165     ;12.6942   ;48.79      ;0.000163    ;48.79      ;     ~   ;6.462    ;5.162    ;     ~   ;4.761387 ;K3III                
1643;HD 64152                           ;PM*;07 51 43.0248909216 -21 10 25.176344988; -46.249 33.770     ;11.2249   ;32.73      ;0.000109    ;32.73      ;     ~   ;6.569    ;5.607    ;     ~   ;5.363337 ;G9III                
1644;HD 63271                           ;*  ;07 47 12.5542841784 -22 31 10.235001252;  -7.054 10.293     ;2.7141    ;7.00       ;0.000023    ;7.00       ;4.90     ;5.68     ;5.87     ;     ~   ;5.856215 ;B1/2V                
1645;V* V390 Pup                        ;SB*;07 44 34.1696593944 -24 40 26.686528896;   -4.328 5.513     ;1.6857    ;15.00      ;0.000050    ;15.00      ;     ~   ;5.43     ;5.60     ;     ~   ;5.572415 ;B2II                 
1646;* 188 Pup                          ;** ;07 49 01.6737253704 -24 54 44.089717860; -28.489 23.378     ;16.189    ;5.78       ;0.000019    ;5.78       ;     ~   ;6.056    ;5.313    ;     ~   ;5.088610 ;G1.5IIIFe-0.5        
1647;* ksi Pup                          ;*  ;07 49 17.6535518440 -24 51 35.221966694;  -3.610 -2.579     ;3.0059    ;2.80       ;0.000009    ;2.80       ;5.72     ;4.56     ;3.30     ;2.43     ;3.023800 ;G6Ib                 
1648;HD 62412                           ;*  ;07 42 48.1523787648 -26 21 04.775421528; -3.197 -29.958     ;9.9018    ;-16.08     ;-0.000054   ;-16.08     ;     ~   ;6.615    ;5.628    ;     ~   ;5.366955 ;K1III                
1649;* omi Pup                          ;Be*;07 48 05.1686329933 -25 56 13.810593657;  -10.257 4.710     ;3.0110    ;15.00      ;0.000050    ;15.00      ;3.42     ;4.43     ;4.49     ;4.37     ;4.403800 ;B1IVe                
1650;* l Pup                            ;sg*;07 43 48.4696146486 -28 57 17.374357218;   -5.096 4.035     ;0.9732    ;27.52      ;0.000092    ;27.52      ;4.06     ;4.09     ;3.93     ;3.68     ;3.896106 ;A4Iabe               
1651;* 1 Pup                            ;*  ;07 43 32.3866853568 -28 24 39.188693988; -13.782 29.646     ;4.1384    ;32.40      ;0.000108    ;32.40      ;8.16     ;6.22     ;4.59     ;3.29     ;3.919099 ;K5III                
1652;HD 63852                           ;*  ;07 49 35.4015495600 -33 17 20.221382688;  -37.546 1.095     ;4.6797    ;33.15      ;0.000111    ;33.15      ;     ~   ;7.193    ;5.585    ;     ~   ;4.866850 ;M0III                
1653;V* V397 Pup                        ;EB*;07 49 14.6494793760 -35 14 35.830510764;   -5.290 8.702     ;6.7005    ;34.30      ;0.000114    ;34.30      ;     ~   ;5.886    ;5.936    ;     ~   ;5.929400 ;B9V                  
1654;HD 62578                           ;*  ;07 43 11.9831906160 -36 03 00.323891640; -20.737 14.267     ;5.1407    ;-0.8       ;-0.000003   ;-0.80      ;     ~   ;5.450    ;5.585    ;     ~   ;5.572542 ;B5V                  
1655;HD 62781                           ;PM*;07 44 09.6862989024 -36 03 45.019095156; -79.196 85.514     ;22.7339   ;29.79      ;0.000099    ;29.79      ;     ~   ;6.097    ;5.784    ;     ~   ;5.718856 ;F0IV                 
1656;* 171 Pup                          ;SB*;07 45 34.9212542040 -34 10 21.185626324;-222.267 1707.696   ;65.4544   ;106.16     ;0.000354    ;106.18     ;     ~   ;5.909    ;5.362    ;     ~   ;5.194014 ;F9V                  
1657;HD 62226                           ;SB*;07 41 15.8125770360 -38 32 00.719252124; -20.836 15.879     ;5.2199    ;29.00      ;0.000097    ;29.00      ;     ~   ;5.254    ;5.393    ;     ~   ;5.379207 ;B3V                  
1658;HD 62893                           ;*  ;07 44 34.1830281624 -37 56 34.510493904; -21.843 15.065     ;5.4131    ;37.0       ;0.000123    ;37.00      ;     ~   ;5.759    ;5.870    ;     ~   ;5.870100 ;B8V                  
1659;HD 63215                           ;Be*;07 46 10.5442184088 -37 56 01.239555912; -17.898 16.900     ;5.0296    ;27.9       ;0.000093    ;27.90      ;     ~   ;5.755    ;5.869    ;     ~   ;5.846953 ;B5V                  
1660;HD 63465                           ;Pu*;07 47 24.9925592232 -38 30 40.110462576;   -9.433 4.865     ;2.7053    ;12.2       ;0.000041    ;12.20      ;4.32     ;4.952    ;5.068    ;     ~   ;5.025613 ;B2IV/V               
1661;* c Pup                            ;*  ;07 45 15.2961339331 -37 58 06.906935781;  -10.540 5.584     ;2.9460    ;16.83      ;0.000056    ;16.83      ;7.06     ;5.34     ;3.61     ;2.26     ;2.875049 ;K4III                
1662;* W Pup                            ;PM*;07 43 41.9290262736 -40 56 01.487218812;130.960 -170.919    ;14.7756   ;52.55      ;0.000175    ;52.55      ;     ~   ;6.27     ;5.17     ;     ~   ;4.814523 ;K1III                
1663;* a Pup                            ;SB*;07 52 13.0318512432 -40 34 32.814235704;  -11.774 7.368     ;8.9838    ;24.0       ;0.000080    ;24.00      ;     ~   ;4.717    ;3.696    ;     ~   ;3.393327 ;K1/2II+A             
1664;* chi Gem                          ;SB*;08 03 31.0996953168 +27 47 39.662925504;-32.315 -46.221     ;12.7475   ;-9.270180  ;-0.000031   ;-9.27      ;     ~   ;6.075    ;4.937    ;     ~   ;4.611183 ;K1-IIIb              
1665;* phi Gem                          ;*  ;07 53 29.8081586208 +26 45 56.813063004;-27.843 -30.555     ;18.038    ;8.0        ;0.000027    ;8.00       ;     ~   ;5.060    ;4.963    ;     ~   ;4.929405 ;A5IV                 
1666;* ome Cnc                          ;*  ;08 00 55.8729329136 +25 23 34.214601984;   16.663 7.197     ;5.3076    ;1.9        ;0.000006    ;1.90       ;     ~   ;6.881    ;5.853    ;     ~   ;5.620211 ;G8III                
1667;* 85 Gem                           ;*  ;07 55 39.8944472784 +19 53 02.281229304;-15.114 -39.830     ;6.4022    ;12.30      ;0.000041    ;12.30      ;     ~   ;5.329    ;5.365    ;     ~   ;5.358676 ;A0Vs                 
1668;* 3 Cnc                            ;*  ;08 00 47.3075512008 +17 18 31.321989432; -10.504 -3.489     ;4.0598    ;40.667000  ;0.000136    ;40.67      ;     ~   ;6.904    ;5.588    ;     ~   ;5.210528 ;K3III                
1669;* 5 Cnc                            ;*  ;08 01 30.2883310488 +16 27 19.119723156;   3.990 -5.338     ;6.5859    ;-2.28      ;-0.000008   ;-2.28      ;5.95     ;5.97     ;5.99     ;     ~   ;5.984581 ;B9.5Vn               
1670;* 1 Cnc                            ;PM*;07 56 59.4526407000 +15 47 25.001890224;-26.731 -42.591     ;6.981     ;14.637600  ;0.000049    ;14.64      ;     ~   ;7.06     ;5.78     ;     ~   ;5.407062 ;K3-III               
1671;HD 64685                           ;PM*;07 55 31.4332576416 +08 51 46.221276744; -7.876 -89.446     ;25.8075   ;23.84      ;0.000080    ;23.84      ;     ~   ;6.21     ;5.80     ;     ~   ;5.771353 ;F3V                  
1672;HD 65900                           ;*  ;08 01 13.8982828104 +04 52 47.522137476; -31.027 11.865     ;10.3925   ;50.65      ;0.000169    ;50.65      ;     ~   ;5.647    ;5.640    ;     ~   ;5.643054 ;A1V                  
1673;* G CMi                            ;PM*;08 02 15.9369212008 +02 20 04.458846354;-28.194 105.650     ;12.5234   ;71.905899  ;0.000240    ;71.91      ;6.91     ;5.63     ;4.38     ;3.39     ;3.972009 ;K2IIIbFe-0.5:        
1674;* 28 Mon                           ;PM*;08 01 13.3349598572 -01 23 33.384853552; 66.335 -75.314     ;7.8537    ;26.70      ;0.000089    ;26.70      ;     ~   ;6.147    ;4.680    ;     ~   ;4.112860 ;K4III                
1675;* 27 Mon                           ;PM*;07 59 44.1530631384 -03 40 46.508411136; -53.772 -2.687     ;10.3645   ;-28.02     ;-0.000093   ;-28.02     ;     ~   ;6.137    ;4.934    ;     ~   ;4.560082 ;K1III                
1676;HD 64235                           ;** ;07 52 47.8565103427 -05 25 41.289776254;-11.529 -43.609     ;23.7787   ;-4.20      ;-0.000014   ;-4.20      ;     ~   ;6.161    ;5.765    ;     ~   ;5.938530 ;F5IV                 
1677;HD 65810                           ;*  ;07 59 52.0475616144 -18 23 57.180883308;  6.455 -43.718     ;14.5984   ;-9.80      ;-0.000033   ;-9.80      ;4.77     ;4.69     ;4.61     ;4.46     ;4.592041 ;A1V                  
1678;* j Pup                            ;*  ;07 56 51.5423244834 -22 52 48.401855869;  -27.018 4.465     ;5.6806    ;15.18      ;0.000051    ;15.18      ;     ~   ;4.900    ;4.184    ;     ~   ;4.017603 ;F7II                 
1679;* 12 Pup                           ;Pe*;07 59 05.7150298248 -23 18 37.427521392;  -11.655 2.537     ;3.7378    ;12.11      ;0.000040    ;12.11      ;7.15     ;6.23     ;5.11     ;     ~   ;4.783968 ;G9IIa                
1680;HD 66598                           ;*  ;08 03 04.1607321048 -32 27 48.776832144;  -13.357 9.067     ;6.3321    ;49.86      ;0.000166    ;49.86      ;     ~   ;7.049    ;5.808    ;     ~   ;5.454997 ;K2/3III              
1681;* chi Pup                          ;*  ;07 57 40.1062661136 -30 20 04.456472208;   -8.220 6.546     ;1.7157    ;31.95      ;0.000107    ;31.95      ;5.10     ;4.94     ;4.79     ;4.59     ;4.740834 ;A7III                
1682;HD 64572                           ;*  ;07 53 03.5066361288 -36 21 49.565546784;  -10.471 2.305     ;4.0255    ;12.4       ;0.000041    ;12.40      ;     ~   ;6.577    ;5.418    ;     ~   ;5.134423 ;K1IIICNII            
1683;HD 66358                           ;*  ;08 01 37.5262110600 -37 17 01.395727476;   -2.362 4.287     ;5.7376    ;-6.30      ;-0.000021   ;-6.30      ;     ~   ;6.044    ;5.893    ;     ~   ;5.888139 ;A3IV                 
1684;HD 64802                           ;Pu*;07 54 11.0098192344 -35 52 38.228288340;   -3.253 3.640     ;4.1048    ;27.7       ;0.000092    ;27.70      ;4.57     ;5.288    ;5.463    ;     ~   ;5.444371 ;B2V                  
1685;HD 65925                           ;** ;07 59 28.3731921570 -39 17 48.902695435;-89.198 -21.059     ;17.3594   ;-12.040    ;-0.000040   ;-12.04     ;     ~   ;5.605    ;5.224    ;     ~   ;5.185173 ;F3V                  
1686;* zet Pup                          ;BY*;08 03 35.04754 -40 00 11.3321          ;   -29.71 16.68     ;3.01      ;-23.90     ;-0.000080   ;-23.90     ;0.89     ;1.98     ;2.25     ;2.36     ;2.254294 ;O4I(n)fp             
1687;* b Pup                            ;SB*;07 52 38.6468966196 -38 51 46.132587329;   -8.938 3.892     ;4.1369    ;29.50      ;0.000098    ;29.50      ;3.61     ;4.301    ;4.474    ;     ~   ;4.436491 ;B2V                  
1688;* 15 Cnc                           ;a2*;08 13 08.8680600240 +29 39 23.536760076;-11.265 -19.506     ;4.672     ;18.1       ;0.000060    ;18.10      ;     ~   ;5.541    ;5.605    ;     ~   ;5.589831 ;B8VpSi               
1689;* mu.01 Cnc                        ;LP*;08 06 18.3955343520 +22 38 07.755557640;  -5.831 -9.488     ;5.4293    ;29.61      ;0.000099    ;29.61      ;9.56     ;7.65     ;5.99     ;     ~   ;4.970202 ;M3III                
1690;* mu.02 Cnc                        ;PM*;08 07 45.8562513552 +21 34 54.526814256; 23.227 -67.764     ;41.9916   ;-35.95     ;-0.000120   ;-35.95     ;6.14     ;5.93     ;5.30     ;     ~   ;5.127919 ;G1IVb                
1691;* zet01 Cnc A                      ;PM*;08 12 12.7204108896 +17 38 51.509311944;118.325 -148.433    ;40.8879   ;-5.5       ;-0.000018   ;-5.50      ;     ~   ;5.85     ;5.31     ;     ~   ;5.518760 ;~                    
1692;* 8 Cnc                            ;PM*;08 05 04.4890325328 +13 07 05.579445540;-34.708 -62.992     ;15.8101   ;19.70      ;0.000066    ;19.70      ;     ~   ;5.141    ;5.136    ;     ~   ;5.130890 ;A1V                  
1693;* zet Mon                          ;*  ;08 08 35.6480975954 -02 59 01.635577977; -17.445 -3.016     ;3.2450    ;31.20      ;0.000104    ;31.20      ;6.02     ;5.30     ;4.33     ;3.60     ;4.109110 ;G2Ib                 
1694;HD 68312                           ;PM*;08 11 33.0044249688 -07 46 21.140491116;-43.963 -25.252     ;11.8421   ;-10.743300 ;-0.000036   ;-10.74     ;     ~   ;6.259    ;5.354    ;     ~   ;5.119308 ;G7III-IIIb           
1695;* 19 Pup                           ;*  ;08 11 16.3053046041 -12 55 37.195268423;  -28.177 8.828     ;18.2747   ;36.126499  ;0.000121    ;36.13      ;6.44     ;5.68     ;4.72     ;3.99     ;4.458358 ;G8.5IIIb             
1696;* 18 Pup                           ;PM*;08 10 39.8256078504 -13 47 57.141934620;-250.947 58.202     ;44.3395   ;33.033     ;0.000110    ;33.03      ;     ~   ;6.03     ;5.54     ;     ~   ;5.398911 ;F6.5V                
1697;* 20 Pup                           ;*  ;08 13 19.9671571968 -15 47 17.608829604; -12.796 -3.749     ;3.1741    ;17.07      ;0.000057    ;17.07      ;6.84     ;6.06     ;4.99     ;     ~   ;4.706478 ;G4Ib-II              
1698;HD 67880                           ;*  ;08 09 28.5348181992 -16 14 56.105782368;  -8.342 -4.938     ;3.1861    ;28.50      ;0.000095    ;28.50      ;     ~   ;5.491    ;5.650    ;     ~   ;5.628970 ;B3/5V                
1699;* 16 Pup                           ;*  ;08 09 01.6363885089 -19 14 42.122308587; -11.105 -4.080     ;7.2138    ;19.90      ;0.000066    ;19.90      ;3.65     ;4.239    ;4.393    ;     ~   ;4.357016 ;B5V                  
1700;HD 67456                           ;*  ;08 07 18.0399962448 -20 33 15.635345400;   -9.934 0.910     ;2.0071    ;14.17      ;0.000047    ;14.17      ;     ~   ;5.423    ;5.338    ;     ~   ;5.301170 ;A3Ib/II              
1701;* rho Pup                          ;dS*;08 07 32.6488235 -24 18 15.567946      ; -82.886 46.930     ;51.3999   ;45.80      ;0.000153    ;45.80      ;3.43     ;3.24     ;2.81     ;2.46     ;2.750589 ;F5IIkF2IImF5II       
1702;V* MZ Pup                          ;s*r;08 04 16.1895113976 -32 40 29.389546632;   -5.736 6.830     ;0.8126    ;35.90      ;0.000120    ;35.90      ;9.00     ;7.06     ;5.12     ;     ~   ;4.099488 ;M1Iab-Ib             
1703;* r Pup                            ;Be*;08 13 29.5172754003 -35 53 58.265647773;  -7.491 10.373     ;2.4340    ;35.00      ;0.000117    ;35.00      ;3.68     ;4.66     ;4.77     ;4.68     ;4.750914 ;B1V                  
1704;HD 69123                           ;PM*;08 14 13.2562210824 -35 29 24.067626504; -46.187 21.878     ;13.2991   ;27.64      ;0.000092    ;27.64      ;     ~   ;6.802    ;5.765    ;     ~   ;5.497886 ;K1III                
1705;HD 69081                           ;Be*;08 13 58.3122261504 -36 19 20.206636752;   -8.362 7.588     ;2.3497    ;18.00      ;0.000060    ;18.00      ;4.03     ;4.875    ;5.064    ;     ~   ;5.026661 ;B2(V)                
1706;* h01 Pup                          ;s*r;08 11 21.4934302224 -39 37 06.758795424;   -9.072 3.211     ;2.3831    ;16.20      ;0.000054    ;16.20      ;7.79     ;6.03     ;4.42     ;3.22     ;3.810210 ;K4.5Ib               
1707;* lam Cnc                          ;*  ;08 20 32.1363537528 +24 01 20.320136040;-20.843 -18.970     ;5.7362    ;27.01      ;0.000090    ;27.01      ;5.740    ;5.870    ;5.930    ;     ~   ;5.921402 ;B9.5V                
1708;HD 69994                           ;PM*;08 20 20.9719290912 +20 44 51.796340124; 63.166 -45.551     ;8.1653    ;-19.129400 ;-0.000064   ;-19.13     ;     ~   ;6.942    ;5.798    ;     ~   ;5.487210 ;K1III                
1709;* d01 Cnc                          ;PM*;08 23 21.8428705584 +18 19 55.782453288;-51.953 -19.416     ;8.7606    ;35.8       ;0.000119    ;35.80      ;6.260    ;6.120    ;5.940    ;     ~   ;5.914784 ;A9V                  
1710;* bet Cnc                          ;PM*;08 16 30.9209888482 +09 11 07.958245527;-45.679 -49.505     ;10.1026   ;22.94      ;0.000077    ;22.94      ;6.750    ;5.000    ;3.520    ;2.42     ;3.000183 ;K4IIIBa0.5:          
1711;HD 71115                           ;*  ;08 25 54.7670593176 +07 33 52.214573088;-34.471 -10.119     ;7.8357    ;15.91      ;0.000053    ;15.91      ;     ~   ;6.051    ;5.122    ;     ~   ;4.887215 ;G6III-IIIaFe-1.5     
1712;HD 71095                           ;*  ;08 25 35.5365132480 +02 06 07.984975356;-23.539 -11.706     ;4.4269    ;12.26      ;0.000041    ;12.26      ;     ~   ;7.227    ;5.708    ;     ~   ;5.164180 ;K4III                
1713;* 1 Hya                            ;SB*;08 24 35.0141853312 -03 45 04.472972064;-212.044 -25.969    ;36.9674   ;71.8       ;0.000240    ;71.81      ;6.01     ;6.07     ;5.61     ;     ~   ;5.468879 ;F6V                  
1714;* 30 Mon                           ;PM*;08 25 39.6318651278 -03 54 23.137987255;-66.738 -23.452     ;25.3438   ;10.00      ;0.000033    ;10.00      ;3.85     ;3.88     ;3.90     ;3.87     ;3.902255 ;A0Va                 
1715;HD 70652                           ;*  ;08 22 54.0945547056 -07 32 35.238876072;  -11.237 6.189     ;2.5849    ;48.19      ;0.000161    ;48.19      ;     ~   ;7.548    ;5.918    ;     ~   ;4.973155 ;M2III                
